GKSL,WKL,GKSL_encoded,WKL_encoded
아기 그대로 찾다 오다,아기를 되찾을것 같아요.,"[2, 3093, 5561, 1192, 517, 7404, 5782, 3417, 5782, 3]","[2, 3093, 5573, 1769, 7088, 5398, 832, 6999, 54, 3]"
다르다 나라 인터넷 신청 곳 여기 ?,로밍센터는 여기에 있습니까?,"[2, 1566, 1376, 3794, 3030, 1021, 3301, 633, 3]","[2, 517, 6079, 6270, 6593, 5760, 3302, 3854, 6700, 258, 3]"
젊다 꼬마 여자 동생 심부름 시키다 시장 보내다,소녀가 동생을 시장에 심부름을 보냈다,"[2, 517, 7219, 5782, 517, 5615, 6141, 3318, 1750, 3060, 6398, 6117, 517, 6722, 5782, 2991, 2363, 5782, 3]","[2, 2826, 5330, 1750, 7088, 2992, 3060, 6398, 6117, 7088, 2365, 3]"
학생 자신 돌보다 모습 어른 같다,그 학생은 조숙해서 자신을 돌보는 품이 어른같다,"[2, 4952, 3909, 1732, 6371, 2056, 3220, 6115, 831, 3]","[2, 1185, 4952, 7086, 4162, 6642, 7850, 3912, 1732, 6369, 4891, 7096, 3220, 6115, 5354, 5782, 3]"
예전 자신 모두 기억,오래전의 자신을 기억하다,"[2, 3412, 3909, 2047, 1291, 3]","[2, 3422, 7207, 7095, 3912, 1291, 7798, 3]"
사거리 발사 ?,사거리에서 발사 해드릴까요?,"[2, 2573, 5382, 2242, 633, 3]","[2, 2573, 5382, 6903, 2242, 4998, 5920, 6135, 5591, 6999, 258, 3]"
아기 중앙 빌리다 곳 어디 ?,중앙 대여소가 어디에 있습니까?,"[2, 3093, 5561, 4269, 2549, 6122, 5782, 1021, 3223, 633, 3]","[2, 4269, 1633, 6916, 6607, 5330, 3223, 6896, 3854, 6700, 258, 3]"
모두 쓰러지다,모두가 쓰러졌어요.,"[2, 2047, 3084, 6037, 7318, 5782, 3]","[2, 2047, 5330, 3084, 6037, 7248, 6857, 54, 3]"
나 자유 돌아가다 원하다,자유롭게 돌아가고 싶다,"[2, 1370, 3920, 1735, 5782, 3533, 7798, 3]","[2, 3920, 6088, 1735, 5439, 3072, 3]"
서울 길 찾다 방법 무엇 ?,서울로 가려면 어떻게 가나요?,"[2, 2726, 1315, 517, 7404, 5782, 2270, 2095, 6884, 633, 3]","[2, 2726, 6079, 747, 6198, 3225, 517, 5330, 5655, 6999, 258, 3]"
제한 시간 알려받다,제한 시간 좀 알려주세요.,"[2, 4160, 2962, 3169, 6288, 5782, 3]","[2, 4160, 2962, 4196, 3169, 7282, 54, 3]"
눈 더럽다 심하다 빨래,눈이 너무 더러워서 빨았어,"[2, 1535, 1698, 6044, 5782, 3060, 7798, 2562, 6023, 3]","[2, 1535, 7096, 1458, 1698, 6037, 7018, 6553, 2562, 6827, 6855, 3]"
젊다 꼬마 여자 곳 ?,소녀는 어디에 있나요?,"[2, 517, 7219, 5782, 517, 5615, 6141, 3318, 1021, 633, 3]","[2, 2826, 5760, 3223, 6896, 3854, 5655, 6999, 258, 3]"
주차 2번 누구 곳 ?,제2 주차장은 누구에 있습니까?,"[2, 4213, 7389, 553, 6328, 1528, 1021, 633, 3]","[2, 4128, 119, 4213, 7389, 7186, 1528, 6896, 3854, 6700, 258, 3]"
아기 젖병 어느 시간 ?,유아 수유실은 언제에 있습니까?,"[2, 3093, 5561, 517, 7233, 6361, 3222, 2962, 633, 3]","[2, 3574, 6797, 2872, 7063, 6738, 7086, 3245, 6896, 3854, 6700, 258, 3]"
물건 잃어버리다 검사 두다 어느 시간 곳 ?,유실물 센터는 언제에 있습니까?,"[2, 2137, 517, 7135, 6855, 6324, 5782, 897, 1773, 5782, 3222, 2962, 1021, 633, 3]","[2, 3574, 6738, 6241, 517, 6593, 5760, 3245, 6896, 3854, 6700, 258, 3]"
바람 -때 눈 좋다,바람이 불면 눈이 좋다,"[2, 2195, 524, 5965, 1535, 4206, 3]","[2, 2195, 7096, 2485, 6198, 1535, 7096, 4206, 3]"
죽음 부르다,제가 죽음을 불렀습니다.,"[2, 4245, 2432, 5782, 3]","[2, 4128, 5330, 4245, 7088, 2485, 6046, 6701, 54, 3]"
의견 있다,의견이 있습니다.,"[2, 3618, 3862, 3]","[2, 3620, 3867, 54, 3]"
강아지 낳다,강아지를 낳고 있다,"[2, 807, 6797, 7318, 1433, 5782, 3]","[2, 807, 6797, 7329, 1433, 5439, 3862, 3]"
음식 집 항공 가깝다 곳 어디 ?,공항 주변에 음식점은 어디있나요?,"[2, 3609, 4384, 4993, 517, 5330, 5599, 5782, 1021, 3223, 633, 3]","[2, 1055, 4229, 6896, 3609, 7220, 7086, 3223, 7141, 5655, 6999, 258, 3]"
요즘 만들다 사람 모두 바쁘다 살다 중에,현대 작가들은 바쁘게 산다,"[2, 3489, 1940, 5782, 2584, 2047, 2186, 6488, 5782, 2643, 5782, 4257, 6896, 3]","[2, 5051, 3931, 5937, 2186, 6488, 5400, 2640, 5782, 3]"
앞,앞으로 가주세요.,"[2, 3184, 3]","[2, 3192, 517, 5330, 7282, 54, 3]"
개,개났습니다.,"[2, 835, 3]","[2, 835, 5671, 6701, 54, 3]"
조직 모양 ?,구조 승강장은 어디에 있습니까?,"[2, 4186, 2063, 633, 3]","[2, 1126, 2949, 5350, 7186, 3223, 6896, 3854, 6700, 258, 3]"
무엇 성 나다 맞다,무슨 성이 생긴건 아니야,"[2, 2095, 6884, 2781, 1370, 5782, 1970, 5782, 3]","[2, 2110, 2781, 7096, 2711, 5384, 3097, 6844, 3]"
결국 너 배달 맡다,결국은 네가 배달을 맡아,"[2, 940, 1457, 2287, 5793, 1980, 5782, 3]","[2, 940, 7086, 1469, 5330, 2287, 5793, 7088, 1982, 3]"
서울 길 찾다 길 가다 방법 ?,서울로 가려면 어떻게 가나요?,"[2, 2726, 1315, 517, 7404, 5782, 1315, 517, 5330, 5782, 2270, 633, 3]","[2, 2726, 6079, 747, 6198, 3225, 517, 5330, 5655, 6999, 258, 3]"
나 소개 듣다 제발,내 소개 좀 들어봐,"[2, 1370, 2824, 1799, 5782, 4128, 6295, 3]","[2, 1434, 2824, 4196, 1804, 6393, 3]"
예의 존경 사람 잊다 쉽다 어렵다,존경했던 사람을 잊는건 어렵다,"[2, 3396, 7095, 4192, 5424, 2584, 517, 7145, 5782, 517, 6657, 5782, 3232, 3]","[2, 4192, 5424, 7872, 2584, 7088, 517, 7145, 5760, 5384, 3232, 3]"
캐리어 주사위 곳 ?,캐리어 주사위를 재는 곳은 어디인가요?,"[2, 4643, 6122, 6855, 4213, 6493, 7044, 1021, 633, 3]","[2, 4643, 6122, 6855, 4213, 6493, 7049, 3969, 5760, 1021, 7086, 3223, 7119, 5330, 6999, 258, 3]"
고속버스 곳 맞다 ?,고속버스정류장에서 내려드릴까요?,"[2, 993, 6615, 6326, 1021, 1970, 5782, 633, 3]","[2, 993, 6615, 6326, 7227, 6107, 7184, 1442, 5920, 6135, 5591, 6999, 258, 3]"
개 새끼 낳다 그렇다면 행복 고생 더 2배,강아지를 낳으면 행복과 고생은 두배이다,"[2, 835, 2695, 5649, 1433, 5782, 1185, 6049, 5784, 5025, 993, 6542, 1698, 553, 6312, 3]","[2, 807, 6797, 7329, 1433, 7083, 5025, 5468, 993, 6542, 7086, 1773, 6312, 7100, 3]"
계절 덥다 끝 봄 빨리 다가오다,여름이 끝나면 봄이 온다,"[2, 988, 517, 5846, 5782, 1363, 517, 6389, 2563, 1562, 5330, 6964, 5782, 3]","[2, 3307, 7096, 1365, 6198, 517, 6389, 7096, 3437, 5782, 3]"
음악 들다 중에,음악을 들고 있어,"[2, 3610, 1801, 5782, 4257, 6896, 3]","[2, 3610, 7088, 1802, 3868, 3]"
택시 할인 오천원,할인 요금은 오천원입니다.,"[2, 4727, 4981, 3417, 7422, 7020, 3]","[2, 4981, 3484, 7086, 3417, 7422, 7020, 7139, 54, 3]"
여행 끝 쉬다 원하다,여행을 빨리 끝내고 쉬고 싶어,"[2, 3321, 1363, 2923, 5782, 3533, 7798, 3]","[2, 3321, 7088, 2563, 1367, 5439, 2923, 5439, 3073, 3]"
학생 공부 보다 아니다 놀다 뿐,그 아이는 공부를 보지 않고 놀기만 한다,"[2, 4952, 1042, 2368, 3100, 1504, 5782, 2571, 3]","[2, 1185, 3121, 5760, 1042, 6116, 2355, 7318, 3149, 1504, 5561, 6150, 4965, 3]"
한국 항공 표 그 곳 ?,대한항공 카운터는 저기에 있습니까?,"[2, 4958, 4993, 4880, 1185, 1021, 633, 3]","[2, 1684, 4635, 7010, 7609, 5760, 3990, 5579, 3854, 6700, 258, 3]"
가방 짐들다 이용 한계 몇 ?,위탁 수하물의 이용 한도는 몇 Kg인가요?,"[2, 752, 4383, 5931, 5782, 3726, 4957, 2043, 633, 3]","[2, 3565, 2872, 7782, 6241, 7095, 3726, 4955, 5859, 5760, 2043, 659, 399, 7119, 5330, 6999, 258, 3]"
사춘기 아들 턱 겁 나다,사춘기가 된 아들의 턱에 겁이 나기 시작했다,"[2, 2573, 7467, 5561, 3107, 517, 7611, 517, 5397, 1370, 5782, 3]","[2, 2573, 7467, 5562, 1770, 3107, 7095, 517, 7611, 6896, 517, 5397, 7096, 1370, 5561, 2990, 3]"
지하철 간격 일정하다 위아래,열차 배차 간격이 맞지 않습니다.,"[2, 4347, 777, 5412, 3820, 7798, 3552, 6797, 6023, 3]","[2, 3373, 2287, 7389, 777, 5412, 7096, 1970, 7318, 3146, 6701, 54, 3]"
영어 잘 안되다,영어가 안되네요.,"[2, 3381, 3942, 3135, 5886, 5782, 3]","[2, 3381, 5330, 3135, 5886, 5703, 54, 3]"
예전 밤 모두 기억,오래전의 밤을 기억하다,"[2, 3412, 2265, 2047, 1291, 3]","[2, 3422, 7207, 7095, 2265, 7088, 1291, 7798, 3]"
항공 잠 그 곳 ?,공항 내 수면실이 저기에 있나요?,"[2, 4993, 3945, 1185, 1021, 633, 3]","[2, 1055, 1434, 2872, 6198, 6738, 7096, 3990, 5579, 3854, 5655, 6999, 258, 3]"
웃음 찾다 실종 ?,웃음을 잃어버리셨나요?,"[2, 517, 7016, 517, 7404, 5782, 3051, 633, 3]","[2, 3529, 517, 7135, 6855, 6324, 6604, 5655, 6999, 258, 3]"
수류탄 여러 가지 실종 잃어버리다,무기를 분실하였습니다.,"[2, 2872, 6107, 7590, 3304, 767, 3051, 517, 7135, 6855, 6324, 5782, 3]","[2, 2097, 6116, 2468, 6738, 7782, 6948, 54, 3]"
사랑 맞다 ?,사랑 해드릴까요?,"[2, 2590, 1970, 5782, 633, 3]","[2, 2590, 4998, 5920, 6135, 5591, 6999, 258, 3]"
지문 불량 사용 안되다 ?,지문 인식이 안되나요?,"[2, 4297, 6234, 2485, 6035, 2613, 3135, 5886, 5782, 633, 3]","[2, 4297, 6234, 3781, 7096, 3135, 5886, 5655, 6999, 258, 3]"
맞다 답 곳 ?,정답이 어디에 있나요?,"[2, 1970, 5782, 1615, 1021, 633, 3]","[2, 4092, 5801, 7096, 3223, 6896, 3854, 5655, 6999, 258, 3]"
학교 공부 끝 친구 헤어지다 섭섭,수업이 끝나고 친구들과 헤어지고 섭섭하다,"[2, 4949, 1042, 1363, 4627, 5047, 7318, 5782, 517, 6570, 6570, 3]","[2, 2890, 7096, 1365, 5439, 4628, 5468, 5047, 7321, 517, 6570, 6570, 7798, 3]"
소 키우다 했었다 소 팔다 학교 아들 보내다,소는 키우던 소를 팔아 아들을 학교에 보냈다,"[2, 2822, 4695, 5782, 517, 7875, 2822, 4814, 5782, 4949, 3107, 2363, 5782, 3]","[2, 2822, 5760, 4695, 5842, 2822, 6116, 4814, 6797, 3107, 7088, 4949, 6896, 2365, 3]"
집 셔틀버스 거리 1시간,집까지 셔틀버스를 타면 1시간이다,"[2, 4384, 517, 6601, 7670, 6326, 871, 529, 6706, 3]","[2, 4384, 5592, 517, 6601, 7670, 6326, 6116, 4698, 6198, 529, 6706, 7100, 3]"
아빠 사람 데려가다 박물관 가다,아빠는 사람을 박물관에 데리고 갔다,"[2, 3114, 2584, 1706, 6060, 5330, 5782, 517, 6283, 517, 5330, 5782, 3]","[2, 3114, 5760, 2584, 7088, 517, 6283, 6896, 1706, 6122, 5439, 517, 5349, 3]"
미래 곳 가다 방법 ?,미래로 가려면 어떻게 가나요?,"[2, 2155, 1021, 517, 5330, 5782, 2270, 633, 3]","[2, 2155, 6079, 747, 6198, 3225, 517, 5330, 5655, 6999, 258, 3]"
여자 남편 없다 혼자 언니 여동생 3 키우다,그녀는 남편없이 혼자 세 자매를 키워냈다,"[2, 3318, 1425, 3273, 5102, 3241, 5770, 3298, 5872, 6542, 589, 4695, 5782, 3]","[2, 1190, 5760, 1425, 6883, 5102, 2801, 3886, 6168, 6116, 4696, 5687, 3]"
음악 치다 중에,음악을 치고 있어,"[2, 3610, 4617, 5782, 4257, 6896, 3]","[2, 3610, 7088, 517, 7484, 3868, 3]"
시작 시작 해라,시작부터 시작해라,"[2, 2986, 2986, 4998, 6003, 3]","[2, 2986, 6410, 2986, 7848, 6003, 3]"
의미 잃어버리다,의미를 잃어버렸습니다.,"[2, 3628, 517, 7135, 6855, 6324, 5782, 3]","[2, 3628, 6116, 517, 7135, 6855, 6323, 6072, 6701, 54, 3]"
자기 몸 자연히 나 피 귀잡다 같다,자기랑 나는 혈액형이 똑같다,"[2, 3890, 2084, 3916, 7996, 1370, 4909, 1174, 7176, 5782, 831, 3]","[2, 3890, 6022, 1375, 5069, 6835, 7921, 7096, 1865, 5782, 3]"
빛 잃어버리다,빛을 잃어버렸습니다.,"[2, 2553, 517, 7135, 6855, 6324, 5782, 3]","[2, 2553, 7088, 517, 7135, 6855, 6323, 6072, 6701, 54, 3]"
바람 어렵다,바람이 어려워요,"[2, 2195, 3232, 3]","[2, 2195, 7096, 3230, 6999, 3]"
팔꿈치 인대 상처,팔꿈치 인대를 다친 것 같아요.,"[2, 4814, 5632, 7483, 3758, 5808, 2679, 3]","[2, 4814, 5632, 7483, 3758, 5813, 1562, 7489, 905, 832, 6999, 54, 3]"
가슴 높다 추락 머리 피흐르다,가슴이 높은데서 떨어져서 머리에서 피나요.,"[2, 755, 1513, 4546, 2008, 4909, 7984, 6113, 5782, 3]","[2, 755, 7096, 1520, 5850, 6553, 1857, 6553, 2008, 6903, 4909, 5655, 6999, 54, 3]"
여기 곳 서대문구 홍제동 한양 교차 도로 집 위 곳 사람 추락 목적 서다,여기 서대문구 홍제동 한양사거리인데 옥상에서 사람이 떨어지려고해요.,"[2, 3301, 1021, 2718, 5808, 6234, 5495, 5108, 7234, 5872, 4955, 6853, 1103, 7389, 1711, 4384, 3552, 1021, 2584, 4546, 2076, 2718, 5782, 3]","[2, 3301, 2718, 5808, 6234, 5495, 5108, 7234, 5872, 4955, 6853, 6493, 5382, 7120, 3436, 6527, 6903, 2589, 1859, 6061, 7848, 6999, 54, 3]"
닮다 일 완료 끝,닮은 역할을 거뜬히 해낸다,"[2, 517, 5797, 5782, 3803, 3457, 1363, 3]","[2, 1606, 3331, 862, 5993, 7996, 4998, 5682, 5782, 3]"
나팔,나팔이 불다,"[2, 1370, 7690, 3]","[2, 1370, 7690, 7096, 2485, 5782, 3]"
저기 방 안에 사랑 있다,저방에 사랑이 있어,"[2, 3990, 5561, 2267, 3138, 2590, 3862, 3]","[2, 3990, 6305, 6896, 2590, 7096, 3868, 3]"
아버지 놀다 곳 실종,아버지를 공원에서 잃어버렸어요.,"[2, 3112, 1504, 5782, 1021, 3051, 3]","[2, 3112, 6116, 1023, 7022, 517, 7135, 6855, 6323, 6072, 6857, 54, 3]"
항공 목욕 곳 여기 ?,공항 내 샤워실이 여기에 있나요?,"[2, 4993, 2068, 7001, 1021, 3301, 633, 3]","[2, 1055, 1434, 517, 6546, 7018, 6738, 7096, 3302, 3854, 5655, 6999, 258, 3]"
안면 불량 잘 안되다,안면 인식이 안되네요.,"[2, 3135, 6198, 2485, 6035, 3942, 3135, 5886, 5782, 3]","[2, 3135, 6198, 3781, 7096, 3135, 5886, 5703, 54, 3]"
굉장하다 슬프다 일 만나다,비참한 일을 당하다,"[2, 517, 5487, 7178, 7798, 2948, 7753, 5782, 3803, 1933, 5782, 3]","[2, 2514, 7398, 7828, 3817, 1618, 7798, 3]"
기차 타다 여러분 안내 대하여 전하다,기차에 타신 승객 여러분께 안내 말씀 드리겠습니다,"[2, 1258, 7389, 4698, 5782, 3305, 3136, 1633, 7815, 4012, 7798, 3]","[2, 1258, 7389, 6896, 4698, 6733, 2950, 3304, 6420, 3136, 1961, 517, 5924, 5409, 3]"
학교 목적 가다 방법 ?,학교로 가려면 어떻게 가나요?,"[2, 4949, 2076, 517, 5330, 5782, 2270, 633, 3]","[2, 4949, 6079, 747, 6198, 3225, 517, 5330, 5655, 6999, 258, 3]"
나무 빽빽하다 다음 곳 저기 차내리다,숲 지나서 내려주세요.,"[2, 517, 5660, 517, 6465, 6465, 7798, 1577, 1021, 3990, 5561, 4402, 5678, 6122, 5782, 3]","[2, 517, 6651, 4303, 6553, 1442, 7282, 54, 3]"
결국 맡다 무엇 공부,결국은 공부를 해야한다,"[2, 940, 1980, 5782, 2095, 6884, 1042, 3]","[2, 940, 7086, 1042, 6116, 5010, 7831, 3]"
밖 빛 경찰 부르다 부탁,밖에 빛이 났어요. 경찰을 불러주세요.,"[2, 517, 6284, 2553, 975, 2432, 5782, 2458, 3]","[2, 2205, 2553, 7096, 517, 5671, 6857, 54, 975, 7088, 2493, 7282, 54, 3]"
서울역 향하다 목적 지하철 갈아타다 몇호 ?,서울역으로 향하려면 몇호선으로 갈아타야 하나요?,"[2, 2726, 6926, 5032, 7798, 2076, 4347, 781, 6797, 7581, 5782, 2043, 7925, 633, 3]","[2, 2726, 6926, 7078, 5032, 7809, 2043, 7927, 7078, 781, 6797, 7581, 6844, 4928, 6999, 258, 3]"
항공 충전 네모 짐 맡기다 가능 ?,항공 보조 배터리를 위탁 수하물로 보낼 수 있나요?,"[2, 4993, 4588, 7207, 1469, 6213, 4383, 1980, 5561, 5782, 737, 633, 3]","[2, 4993, 2355, 7253, 2297, 6116, 3565, 2872, 7782, 6241, 6079, 2355, 5683, 2872, 3854, 5655, 6999, 258, 3]"
손가락질 많다 하루 갚다 가능 불가능,그 많은 욕을 하루만에 갚는건 불가능해,"[2, 2860, 5330, 6015, 7350, 1951, 4937, 517, 5356, 5782, 737, 2486, 3]","[2, 1185, 1955, 3492, 7088, 4937, 6150, 6896, 517, 5356, 5760, 5384, 2486, 7848, 3]"
버스 곳 안내하다 ?,버스 갈아타는 곳으로 안내해드릴까요?,"[2, 2305, 1021, 3136, 7798, 633, 3]","[2, 2305, 781, 6797, 7581, 5760, 1021, 7078, 3136, 7848, 5920, 6135, 5591, 6999, 258, 3]"
나 세상 무섭다,나는 세상이 무섭다,"[2, 1370, 2811, 2095, 6570, 5782, 3]","[2, 1375, 2811, 7096, 2095, 6570, 5782, 3]"
아버지 키우다 했었다 돼지 팔다 학교 아들 보내다,아버지는 키우던 돼지를 팔아 아들을 학교에 보냈다,"[2, 3112, 4695, 5782, 517, 7875, 1761, 7318, 4814, 5782, 4949, 3107, 2363, 5782, 3]","[2, 3112, 5760, 4695, 5842, 1761, 7329, 4814, 6797, 3107, 7088, 4949, 6896, 2365, 3]"
집 배 거리 1시간,집까지 배를 타면 1시간이다,"[2, 4384, 2287, 871, 529, 6706, 3]","[2, 4384, 5592, 2287, 6116, 4698, 6198, 529, 6706, 7100, 3]"
너무 춥다 한국 소매 두껍다 입다,너무 추워서 한복을 두껍게 입었다,"[2, 1458, 517, 7470, 5782, 4958, 2822, 6168, 1773, 5608, 5782, 3836, 5782, 3]","[2, 1458, 4541, 7018, 6553, 4955, 6379, 7088, 1773, 5608, 5400, 3836, 6888, 3]"
저기 장소 안에 사람 있다,저장소에 사람이 있어,"[2, 3990, 5561, 3962, 3138, 2584, 3862, 3]","[2, 3994, 6607, 6896, 2589, 3868, 3]"
밤 먹다 아니다 배고프다 아니다 이상하다,밤을 굶었는데도 이상하게 배가 고프지 않았다,"[2, 2265, 2010, 5782, 3100, 2287, 5439, 7753, 5782, 3100, 3704, 7798, 3]","[2, 2265, 7088, 517, 5518, 6887, 5859, 3704, 7784, 2287, 5330, 993, 7753, 7318, 3157, 3]"
책 겉 보다 슬프다,표지를 봤더니 슬펐다,"[2, 4457, 517, 5399, 2368, 2948, 7753, 5782, 3]","[2, 4880, 7329, 2421, 5838, 2948, 0, 5782, 3]"
가운데 저기 곳 다음 도착 내리다,가운데서 지나서 내려주세요.,"[2, 757, 3990, 5561, 1021, 1577, 1723, 1444, 5782, 3]","[2, 757, 6553, 4303, 6553, 1442, 7282, 54, 3]"
고양이 길 곳 ?,고양이는 어디에 있나요?,"[2, 1008, 7096, 1315, 1021, 633, 3]","[2, 1008, 7096, 5760, 3223, 6896, 3854, 5655, 6999, 258, 3]"
살다 사람 문열다 출입 싶다 신고 곳 어디 ?,주민출입신고를 하려고 하는데 어디서 하나요?,"[2, 2643, 5782, 2584, 2120, 6940, 5782, 4583, 3072, 3012, 1021, 3223, 633, 3]","[2, 4228, 7468, 7138, 6733, 5439, 6116, 517, 7807, 4931, 3223, 6553, 4928, 6999, 258, 3]"
발 의심 발바닥,의심을 접질렀어요.,"[2, 2235, 3632, 2235, 6273, 5786, 3]","[2, 3632, 7088, 4086, 7350, 6046, 6857, 54, 3]"
나무 빽빽하다 곳 다음 차내리다 ?,숲 지나서 내려드릴까요?,"[2, 517, 5660, 517, 6465, 6465, 7798, 1021, 1577, 4402, 5678, 6122, 5782, 633, 3]","[2, 517, 6651, 4303, 6553, 1442, 5920, 6135, 5591, 6999, 258, 3]"
지구 곳 가다 길 무엇 ?,지구로 가려면 어떻게 가나요?,"[2, 4298, 1021, 517, 5330, 5782, 1315, 2095, 6884, 633, 3]","[2, 4298, 6079, 747, 6198, 3225, 517, 5330, 5655, 6999, 258, 3]"
글자 위쪼이다 아프다,글자가 꼬이듯 아픕니다.,"[2, 1231, 7147, 3552, 7375, 7100, 3093, 7753, 5782, 3]","[2, 1231, 7148, 517, 5615, 7096, 5943, 3093, 0, 5772, 54, 3]"
서울 버스 그 곳 곳 ?,서울 시내로 가는 버스 승강장은 그곳에 있습니까?,"[2, 2726, 2305, 1185, 1021, 1021, 633, 3]","[2, 2726, 2959, 5678, 6079, 736, 2305, 2949, 5350, 7186, 1185, 5451, 6896, 3854, 6700, 258, 3]"
교통카드 할인 되다 ?,교통카드 할인 되나요?,"[2, 1112, 7496, 4981, 1763, 5782, 633, 3]","[2, 1112, 7496, 4981, 1763, 5655, 6999, 258, 3]"
택시 구간 돈 얼마 ?,구간 요금은 얼마인가요?,"[2, 4727, 1116, 1730, 3252, 633, 3]","[2, 1116, 3484, 7086, 3252, 7119, 5330, 6999, 258, 3]"
학생 키스 하다 아니다 놀다 뿐,그 아이는 키스를 하지 않고 놀기만 한다,"[2, 4952, 4694, 4932, 3100, 1504, 5782, 2571, 3]","[2, 1185, 3121, 5760, 4694, 6116, 4945, 3149, 1504, 5561, 6150, 4965, 3]"
조금 다음 곳 보다 내리다,조금 지나서 내려주세요.,"[2, 4164, 1577, 1021, 2368, 1444, 5782, 3]","[2, 4164, 4303, 6553, 1442, 7282, 54, 3]"
휘파람,휘파람이 불다,"[2, 5189, 7682, 6018, 3]","[2, 5189, 7682, 6018, 7096, 2485, 5782, 3]"
목 어렵다,목이 어려워요,"[2, 2068, 3232, 3]","[2, 2068, 7096, 3230, 6999, 3]"
아빠 방학 때 아들 집 보내다,아빠는 방학이면 아들을 집에 보냈다,"[2, 3114, 2267, 7821, 1844, 3107, 4384, 2363, 5782, 3]","[2, 3114, 5760, 2267, 7821, 7096, 6198, 3107, 7088, 4384, 6896, 2365, 3]"
기차 곳 내리다 가다 ?,김포역으로 갈까요?,"[2, 1258, 7389, 1021, 1444, 5782, 517, 5330, 5782, 633, 3]","[2, 1316, 7728, 6926, 7078, 781, 5591, 6999, 258, 3]"
얼굴 털 나다,얼굴에 털이 났다,"[2, 3251, 517, 7613, 1370, 5782, 3]","[2, 3251, 6896, 517, 7613, 7096, 517, 5672, 3]"
남동생 약 가지다 학교 장소 가다,남동생이 약을 가지고 학교에 갔다,"[2, 1409, 5872, 6542, 3211, 767, 5782, 4949, 3962, 517, 5330, 5782, 3]","[2, 1409, 5872, 6542, 7096, 3211, 7088, 768, 4949, 6896, 517, 5349, 3]"
편의점 어느 시간 곳 ?,편의점은 언제에 있습니까?,"[2, 4835, 3222, 2962, 1021, 633, 3]","[2, 4835, 7086, 3245, 6896, 3854, 6700, 258, 3]"
지금 까지 놀다 오늘 일 준비,그 동안 놀았으니 다시 일을 준비해야겠다,"[2, 4299, 517, 5592, 1504, 5782, 3419, 3803, 4249, 3]","[2, 1185, 1754, 1504, 6827, 7076, 1574, 3817, 4249, 7852, 5406, 3]"
추가 저기 곳,추가로 들어가주세요.,"[2, 4542, 3990, 5561, 1021, 3]","[2, 4543, 1805, 7282, 54, 3]"
조명 켜다 ?,조명 좀 켜드릴까요?,"[2, 4170, 517, 7530, 5782, 633, 3]","[2, 4170, 4196, 517, 7530, 5920, 6135, 5591, 6999, 258, 3]"
보물 찾다 실종,보물을 분실하였습니다.,"[2, 2355, 6241, 517, 7404, 5782, 3051, 3]","[2, 2355, 6242, 2468, 6738, 7782, 6948, 54, 3]"
상자 저기 ?,상자 안으로 들어갈까요?,"[2, 2658, 7147, 3990, 5561, 633, 3]","[2, 2658, 7147, 3135, 7078, 1807, 5591, 6999, 258, 3]"
미래 보다 차내리다 ?,미래가 보이면 내려드릴까요?,"[2, 2155, 2368, 4402, 5678, 6122, 5782, 633, 3]","[2, 2155, 5330, 2387, 6198, 1442, 5920, 6135, 5591, 6999, 258, 3]"
누나 태어나다 남자 심부름 시키다 시장 보내다,누나가 아들을 시장에 심부름을 보냈다,"[2, 1526, 5655, 4720, 6855, 5655, 5782, 1423, 3060, 6398, 6117, 517, 6722, 5782, 2991, 2363, 5782, 3]","[2, 1526, 5655, 5330, 3107, 7088, 2992, 3060, 6398, 6117, 7088, 2365, 3]"
얼마 전 차내리다,얼마 못가서 내려주세요.,"[2, 3252, 4012, 4402, 5678, 6122, 5782, 3]","[2, 3252, 2086, 5330, 6553, 1442, 7282, 54, 3]"
남편 술 취하다 때문에 고생,남편이 술을 취하기 때문에 힘들다,"[2, 1425, 2918, 4598, 7798, 1849, 993, 6542, 3]","[2, 1425, 7096, 2918, 7088, 4598, 7789, 1849, 5213, 5782, 3]"
나 집 살다 -중,나는 집에 살고 있어,"[2, 1370, 4384, 2643, 5782, 524, 7295, 3]","[2, 1375, 4384, 6896, 2643, 5439, 3868, 3]"
사람 없다 나 돕다 부탁,사람 없으면 도와줘,"[2, 2584, 3273, 1370, 517, 5870, 5782, 2458, 3]","[2, 2584, 3270, 7083, 1716, 7303, 3]"
