dataset,video_num,question_w_q_morph,question,gloss,spoken
NIA-2020,986.0,,True,청음회관 차내리다,청음회관에서 내려드릴까요?
NIA-2020,65.0,,False,사람 계산 잘못하다,인원 수가 맞지 않습니다.
KETI-Daily,,,False,빨리 끝 좋다,빨리 끝났으면 좋겠다
KETI-Airport,,,True,버스  곳  어디,시내버스 승강장은 어디에 있습니까?
NIA-2020,1885.0,,False,지갑 찾다 실종,지갑을 잃어버렸습니다.
NIA-2020,511.0,,False,에어컨 끄다,에어컨 좀 꺼주세요.
KETI-Airport,,,True,물건  포장  곳  어디,물건을 포장해서 붙이고 싶은데 어디서 하나요?
NIA-2020,434.0,,False,신호등 전 내리다,신호등 못가서 내려주세요.
NIA-2020,1727.0,,True,보건소 곳 다음 도착 내리다,보건소 지나서 내려드릴까요?
NIA-2020,674.0,,True,나사렛 차내리다 가다,나사렛대학교로 갈까요?
NIA-2020,115.0,,False,1호 곳,1호선을 타는 곳입니다.
NIA-2020,1035.0,,True,돈주다 돈얼마,얼마인가요?
NIA-2020,1195.0,,False,버스 전 곳 저기 도착 차내리다,버스정류장 못가서 내려주세요.
NIA-2020,1951.0,,True,영수증 원하다,영수증 필요하세요?
NIA-2020,1559.0,,False,육교 곳 다음 도착 차내리다,육교 지나서 내려주세요.
KETI-Daily,,,False,고생 많다,수고가 많았소
NIA-2020,950.0,,False,서대문농아인복지관 목적,서대문농아인복지관으로 가주세요.
NIA-2020,575.0,,False,나사렛 차내리다,나사렛대학교로 가주세요.
NIA-2020,1462.0,,False,터널 다음 내리다,터널 지나서 내려주세요.
NIA-2020,1754.0,,True,경찰 저기 곳 다음 차내리다,경찰서 지나서 내려드릴까요?
NIA-2020,518.0,,False,학교 저기 가다,학교로 들어가주세요.
KETI-Airport,,,True,핸드폰  비행기  표  충전  싶다  방법,모바일 탑승권 사용하고 싶어요 어떻게 하나요?
NIA-2020,1004.0,,True,약 무엇 곳,약국은 어디에 있나요?
KETI-Daily,,,False,후배 부족 나 돕다상대방 많다,후배가 부족해서 많이 도와줬다
NIA-2020,1972.0,,False,노트북 실종,노트북을 잃어버렸습니다.
NIA-2020,849.0,,True,나사렛 가다,나사렛대학교에서 내려드릴까요?
NIA-2020,1128.0,,True,자판기 고장,자판기가 안되나요?
NIA-2020,609.0,,False,서울역 가다 내리다,서울역으로 가주세요.
KETI-Airport,,,True,비행기  안  골프채  가지다  가능,골프채를 기내에 가져갈 수 있나요?
KETI-Airport,,,True,카페  곳,커피숍은 어디에 있습니까?
NIA-2020,968.0,,True,에어컨 끄다,에어컨을 꺼드릴까요?
NIA-2020,1442.0,,True,종로 찾다 가다 무엇,종로로 가려면 어떻게 가나요?
KETI-Airport,,,True,은행  어디,은행은 어디에 있습니까?
NIA-2020,1380.0,,True,송파 지하철 찾다 목적 무엇,송파역으로 가려면 어떻게 가나요?
KETI-Airport,,,False,수어  느리다  부탁,수어를 천천히 해주시기 바랍니다.
NIA-2020,263.0,,False,지금 내리다,여기서 내리겠습니다.
KETI-Daily,,,False,괜찮다,괜찮다
NIA-2020,1083.0,,False,단말기터치 고장 잘 안되다,카드 인식이 안되네요.
KETI-Airport,,,True,항공  쉬다  서비스  곳  어디,항공사 라운지는 어디에 있습니까?
NIA-2020,1646.0,,True,군청 곳 다음 도착 내리다,주민센터 지나서 내려드릴까요?
KETI-Daily,,,False,개 죽다 슬프다,강아지가 죽어서 슬펐다
NIA-2020,1890.0,,False,안경 사라지다 실종,안경을 잃어버렸습니다.
NIA-2020,1212.0,,False,스타벅스 곳 저기 전 차내리다,스타벅스 못가서 내려주세요.
KETI-Daily,,,False,점심 먹다 끝,점심 먹었어
NIA-2020,469.0,,False,물품보관 문안열리다 잘 안되다,물품보관함이 안되네요.
NIA-2020,36.0,X,True,만원,만원인가요?
KETI-Daily,,,False,맡다,맡다
NIA-2020,1800.0,,True,열쇠 실종 잃어버리다,열쇠를 잃어버리셨나요?
KETI-Daily,,,False,기분 좋다,아 기분이 좋다
NIA-2020,995.0,,True,엘리베이터 곳,엘리베이터는 어디에 있나요?
NIA-2020,1773.0,,False,알다,알겠습니다.
NIA-2020,231.0,,False,신호등 횡단보도 건너다,횡단보도 지나서 내려주세요.
KETI-Daily,,,False,비 같다 아마,비가 올 것 같다
NIA-2020,320.0,,True,약수 지하철 3호 갈아타다 방법,약수역에서 3호선으로 갈아타려면 어디로 가야하나요?
NIA-2020,346.0,,False,지하철 안 에어컨 냄새,객실 에어콘에서 불쾌한 냄새가 납니다.
KETI-Emergency,,,False,벌 크다 침 팔 주사,말벌에게 쏘였어요.
NIA-2020,690.0,,False,샛길 문 가다,골목으로 들어가주세요.
NIA-2020,1627.0,,True,터널 다음 도착 내리다,터널 지나서 내려드릴까요?
KETI-Airport,,,True,캠코더  비행기  안  가지다  가능,캠코더를 기내에 가져갈 수 있나요?
NIA-2020,556.0,,True,우회전 확인 맞다,우회전 해드릴까요?
NIA-2020,738.0,,False,저기 차내리다 맞다,저기서 내려주세요.
NIA-2020,229.0,,False,좌회전 차내리다,좌회전하고 내려주세요.
KETI-Daily,,,False,매일 만나다,매일 만나다
NIA-2020,1243.0,,False,택시 전 저기 곳 도착 내리다,택시정류장 못가서 내려주세요.
KETI-Airport,,,True,편의점  곳,편의점은 어디에 있습니까?
NIA-2020,678.0,,True,나사렛 곳 가다,나사렛대학교로 갈까요?
KETI-Daily,,,False,생각 -보다 사람 많다,생각보다 사람이 많이 왔네
KETI-Daily,,,False,지금 분위기 불편하다,지금 분위기가 너무 불편해
KETI-Daily,,,False,약속 중요 있다 나 먼저 가다,중요한 약속이 있어서 먼저 갈게
KETI-Daily,,,False,나 -보다 더 잘하다 소심,나보다 잘해서 의기소침해졌다
NIA-2020,774.0,,False,시청 차내리다,시청으로 가주세요.
NIA-2020,509.0,,False,차 올리다,창문 좀 닫겠습니다.
NIA-2020,784.0,,True,여기 내리다 맞다,여기서 내려드릴까요?
KETI-Airport,,,True,캠코더  짐  맡기다  가능,캠코더를 위탁 수하물로 보낼 수 있나요?
NIA-2020,1122.0,,True,물품보관 사용 불가능,물품보관함이 안되나요?
NIA-2020,798.0,,True,지금 내리다 맞다,지금 내려드릴까요?
KETI-Airport,,,True,한국  안  이륙  어디  곳,국내선 출국장이 어디에 있습니까?
NIA-2020,282.0,,False,지하철 가방 위로올리다 까먹다,지하철에 가방을 놓고 내렸습니다.
KETI-Airport,,,True,여행  정보  묻다  어디  곳,관광안내소는 어디에 있습니까?
NIA-2020,1079.0,,False,단말기터치 불량 안되다,카드 인식이 안되네요.
KETI-Airport,,,True,물  컵  곳  어디,정수기는 어디에 있습니까?
NIA-2020,1096.0,,False,카드 고장 사용 안되다,카드 인식이 안되네요.
KETI-Airport,,,True,물건  포장  곳,물건을 포장해서 붙이고 싶은데 어디서 하나요?
NIA-2020,565.0,,True,유턴 맞다,유턴 해드릴까요?
KETI-Airport,,,True,햄버거  곳  어디,패스트푸드는 어디에 있습니까?
NIA-2020,1056.0,,False,물품보관 잘 안되다 죽다,물품보관함이 안되네요.
KETI-Daily,,,False,배우다 했었다 겸손,배운 사람이 더 겸손하다
NIA-2020,165.0,,True,지하철 계단 번호,몇 번 출구인가요?
NIA-2020,631.0,,True,명동 가다,명동역으로 갈까요?
KETI-Airport,,,True,병원  어디  곳,의무실은 어디에 있습니까?
NIA-2020,879.0,,True,서울농아인협회 가다,서울농아인협회에서 내려드릴까요?
NIA-2020,1400.0,,True,여의도 길 무엇,여의도로 가려면 어떻게 가나요?
KETI-Daily,,,False,아버지 늙다 건강 돌보다 필요,아버지도 나이가 드셔서 건강을 돌보셔야 한다
KETI-Daily,,,False,담배 몸 나쁘다,담배는 건강에 나쁘다
NIA-2020,1569.0,,False,보건소 곳 다음 도착 차내리다,보건소 지나서 내려주세요.
KETI-Airport,,,True,아시아  항공  표  어디  곳,아시아나항공 카운터는 어디에 있습니까?
NIA-2020,579.0,,False,나사렛 곳,나사렛대학교로 가주세요.
NIA-2020,232.0,,True,신호등 횡단보도 여기,횡단보도 지나서요?
KETI-Daily,,,False,입 모습 읽다 어렵다,입모양을 제대로 읽을 수 없어서 어려웠다
NIA-2020,1318.0,,False,파리바게트 다음 저기 도착 차내리다,파리바게트 지나서 내려주세요.
KETI-Emergency,,,False,바다 배 길 실종,바다에서 조난을 당했어요.
NIA-2020,301.0,,True,저기 쓰러지다 119 전화걸다 가능,"저기에 사람이 쓰러져 있는데, 119 좀 불러주실 수 있나요?"
KETI-Airport,,,True,낚시대  짐  맡기다  가능,낚시대를 위탁 수하물로 보낼 수 있나요?
NIA-2020,309.0,,False,서울 지하철 정기권 사다 원하다,서울 내 지역 정기승차권을 사고 싶습니다.
NIA-2020,1726.0,,True,보건소 곳 다음 도착 내리다,보건소 지나서 내려드릴까요?
NIA-2020,1836.0,,False,우회전 맞다,우회전이 맞습니다.
KETI-Airport,,,True,수레  빌리다  곳  어디,휠체어 대여소가 어디에 있습니까?
KETI-Airport,,,True,물건  잃어버리다  찾다  가능,분실물을 확인할 수 있을까요?
NIA-2020,921.0,X,True,난방,히터 좀 켜드릴까요?
NIA-2020,1020.0,,True,편의점 곳 무엇,편의점은 어디에 있나요?
KETI-Airport,,,True,기념  물건  곳,기념품점이 어디에 있습니까?
KETI-Daily,,,False,지금 까지 놀다 오늘 일 시작,그 동안 놀았으니 다시 일을 시작해야겠다
NIA-2020,1408.0,,True,영등포 길 찾다 무엇 방법,영등포로 가려면 어떻게 가나요?
NIA-2020,78.0,,True,여기 신촌 지하철,여기가 신촌역인가요?
KETI-Daily,,,False,일 복수 힘들다,일을 동시에 하려니 힘들다
NIA-2020,1140.0,,True,단말기터치 잘 안되다,카드 인식이 안되나요?
NIA-2020,856.0,,False,차 뒤 들어올리다,트렁크 좀 열어주세요.
KETI-Daily,,,False,아버지 쉬다 날 때문에 집 계시다,아버지께서 공휴일이라 집에 계신다
KETI-Airport,,,True,기념  물건  어디  곳,기념품점이 어디에 있습니까?
NIA-2020,159.0,,False,설명 다시,다시 설명해주세요.
KETI-Airport,,,True,호텔  항공  가깝다  어디  곳,공항 주변에 호텔은 어디있나요?
KETI-Daily,,,False,건강 돌보다,건강을 돌보다
NIA-2020,1057.0,,False,자판기 불량,자판기가 안되네요.
KETI-Daily,,,False,끝,끝
KETI-Airport,,,True,편지  곳  어디,우체국은 어디에 있습니까? 
KETI-Daily,,,False,맞다 더럽다,아 진짜 더러워
NIA-2020,1392.0,,True,여의도 목적 무엇,여의도로 가려면 어떻게 가나요?
NIA-2020,1954.0,,False,시계 잃어버리다,시계를 분실하였습니다.
NIA-2020,929.0,,False,한국농아인협회 도착,한국농아인협회로 가주세요.
NIA-2020,1734.0,,True,언덕 저기 곳 다음 차내리다,언덕 지나서 내려드릴까요?
NIA-2020,766.0,,False,건너다 내리다 오케이,건너편에서 내려주세요.
NIA-2020,1686.0,,True,119 곳 저기 다음 곳,소방서 지나서 내려드릴까요?
NIA-2020,1731.0,,True,언덕 다음 여기,언덕 지나서 내려드릴까요?
NIA-2020,677.0,,True,나사렛 목적 가다,나사렛대학교로 갈까요?
KETI-Daily,,,False,너 믿다,널 믿을게
KETI-Airport,,,True,아기  기저귀  바꾸다2  곳,기저귀 갈이대는 어디에 있습니까?
NIA-2020,1026.0,,True,의자 곳 무엇,의자는 어디에 있나요?
NIA-2020,1218.0,,False,열쇠 찾다 실종,열쇠를 잃어버렸습니다.
NIA-2020,1504.0,,False,샛길 다음 차내리다,골목 지나서 내려주세요.
NIA-2020,911.0,X,True,에어컨,에어컨 좀 켜드릴까요?
NIA-2020,152.0,,True,짐 차 트렁크열다 나르다,트렁크에 짐을 넣을까요?
NIA-2020,218.0,,True,사거리 건너다,사거리 지날까요?
KETI-Airport,,,True,항공  표  어디,항공사 카운터는 어디에 있습니까?
NIA-2020,931.0,,False,한국농아인협회 곳,한국농아인협회로 가주세요.
KETI-Airport,,,True,편의점  곳  어디,편의점은 어디에 있습니까?
NIA-2020,1081.0,,False,단말기터치 사용 불가능 안되다,카드 인식이 안되네요.
NIA-2020,1039.0,,True,안내소 무엇,안내소는 어디에 있나요?
NIA-2020,1272.0,,False,백화점 다음 곳 저기 차내리다,백화점 지나서 내려주세요.
KETI-Daily,,,False,그것 같다 생각 -면 감사,그렇게 생각해줘서 고마워
NIA-2020,562.0,,True,유턴 맞다,유턴 해드릴까요?
KETI-Emergency,,,False,누가 칼 가지다,어떤 사람이 무기/흉기를 소지하고 있어요.
NIA-2020,280.0,,False,표지판 보다 찾다,저 표지판 표시를 따라가면 됩니다.
KETI-Daily,,,False,할머니 아프다,할머니가 편찮으셔
NIA-2020,551.0,,True,좌회전 맞다,좌회전 해드릴까요?
NIA-2020,1961.0,,False,시계 실종 잃어버리다,시계를 분실하였습니다.
KETI-Airport,,,True,세금  공짜  곳,면세점은 어디에 있습니까?
NIA-2020,1533.0,,False,사거리 다음 차내리다,사거리 지나서 내려주세요.
KETI-Airport,,,True,차  맡기다  곳,주차대행한 차는 어디에서 찾습니까?
KETI-Airport,,,True,아시아  항공  표  곳  어디,아시아나항공 카운터는 어디에 있습니까?
NIA-2020,423.0,,False,명동 가다,명동역으로 가주세요.
NIA-2020,1868.0,,False,사진기 사라지다 실종,카메라를 분실하였습니다.
NIA-2020,515.0,,False,에어컨 끄다,에어컨 좀 꺼주세요.
NIA-2020,93.0,,False,도착 곳 국립박물관,목적지는 국립 박물관입니다.
NIA-2020,623.0,,False,지름길 차내리다 가다,지름길로 가주세요.
KETI-Daily,,,False,나 -보다 일 잘하다 질투,나보다 일 잘하시니깐 질투가 난다
KETI-Airport,,,True,한국  안  다르다  나라  착륙  어디,국제선 입국장이 어디에 있습니까?
NIA-2020,1185.0,,False,공항 버스 보다 곳 전 도착 내리다,공항버스정류장 못가서 내려주세요.
KETI-Airport,,,True,주차  1번  어디  곳,제1 주차장은 어디에 있습니까?
NIA-2020,1736.0,,True,언덕 저기 곳 다음,언덕 지나서 내려드릴까요?
NIA-2020,1546.0,,False,대로 다음 도착 내리다,큰 길 지나서 내려주세요.
KETI-Airport,,,True,칼  비행기  안  가지다  가능,칼을 기내에 가져갈 수 있나요?
KETI-Daily,,,False,집 가다 엄마 계시다 아니다,집에 와보니 엄마가 안 계셨다
KETI-Daily,,,False,느리다,느리다
NIA-2020,492.0,,False,카드 단말기터치 다시,카드를 다시 대세요.
NIA-2020,1999.0,,False,끝,끝났습니다.
NIA-2020,1762.0,,True,편지 저기 곳 다음 내리다,우체국 지나서 내려드릴까요?
NIA-2020,259.0,,False,계산 남다 돈받다,잔돈주세요.
KETI-Daily,,,False,잘 되다 부탁,잘 되길 바래
NIA-2020,734.0,,False,저기 차내리다 맞다,저기서 내려주세요.
NIA-2020,1172.0,,False,공항 버스 전 곳 보다 도착 차내리다,공항버스정류장 못가서 내려주세요.
NIA-2020,341.0,O,True,왜,왜요?
KETI-Airport,,,True,담배  라이터  짐  맡기다  가능,라이터를 위탁 수하물로 보낼 수 있나요?
NIA-2020,1567.0,,False,보건소 곳 다음 도착 내리다,보건소 지나서 내려주세요.
KETI-Daily,,,False,공부 잘하다,공부를 잘하다
NIA-2020,1229.0,,False,택시 전 곳 저기,택시정류장 못가서 내려주세요.
NIA-2020,446.0,,False,신호등 다음 차내리다,신호등 지나서 내려주세요.
NIA-2020,843.0,X,True,나사렛,나사렛대학교에서 내려드릴까요?
NIA-2020,1587.0,,False,은행 저기 곳 다음 도착 내리다,은행 지나서 내려주세요.
NIA-2020,531.0,,False,영수증 받다,영수증을 주세요.
NIA-2020,613.0,,False,고속터미널 차내리다 가다,고속버스터미널로 가주세요.
KETI-Airport,,,True,차  빌리다  곳,렌트카를 빌리는 곳은 어디에 있습니까?
NIA-2020,1540.0,,False,사거리 다음 여기,사거리 지나서 내려주세요.
NIA-2020,1438.0,,True,이화여대 찾다 목적 길 방법,이화여대쪽으로 가려면 어떻게 가나요?
KETI-Daily,,,False,나쁘다 버릇 치료하다,나쁜 버릇을 고치다
KETI-Airport,,,True,다르다  나라  인터넷  신청  어디  곳,로밍센터는 어디에 있습니까?
NIA-2020,1807.0,,True,우산 잃어버리다 실종,우산을 잃어버리셨나요?
KETI-Daily,,,False,사슴 달리다 빠르다,사슴이 달리면 빠르다
KETI-Airport,,,True,담배  어디,흡연실은 어디에 있습니까?
NIA-2020,1085.0,,False,단말기터치 불량 사용 안되다,카드 인식이 안되네요.
