,gloss,spoken,combined
2567,동안 원래 태어나다 집 가다,오랜만에 고향을 찾다,동안 원래 태어나다 집 가다오랜만에 고향을 찾다
2568,돕다 필요 ?,찾는걸 도와줄까,돕다 필요 ?찾는걸 도와줄까
2569,믿다,믿다,믿다믿다
2570,다르다 사람 믿다 속다,남의 말을 믿다가 뒤통수를 맞았다,다르다 사람 믿다 속다남의 말을 믿다가 뒤통수를 맞았다
2571,너 믿다,널 믿을게,너 믿다널 믿을게
2572,살다 중에 사람 믿다 안되다,살아갈때 쉽게 믿으면 안돼,살다 중에 사람 믿다 안되다살아갈때 쉽게 믿으면 안돼
2573,소문 믿다 하지마,소문을 믿지마,소문 믿다 하지마소문을 믿지마
2574,나 믿다,오빠만 믿어,나 믿다오빠만 믿어
2575,바쁘다,바쁘다,바쁘다바쁘다
2576,지금 바쁘다 미래 연락,나 바쁘니까 이따 연락할게,지금 바쁘다 미래 연락나 바쁘니까 이따 연락할게
2577,바쁘다 ?,바빠?,바쁘다 ?바빠?
2578,바쁘다 아니다 만나다,안 바쁘면 만나,바쁘다 아니다 만나다안 바쁘면 만나
2579,일 두 가지 일이 겹치다 바쁘다,일이 많아서 너무 바쁘다,일 두 가지 일이 겹치다 바쁘다일이 많아서 너무 바쁘다
2581,반갑다,반갑다,반갑다반갑다
2583,너무 반갑다 울다,너무 반가워서 눈물이 났다,너무 반갑다 울다너무 반가워서 눈물이 났다
2584,만나다 반갑다,만나서 반가워,만나다 반갑다만나서 반가워
2585,반갑다 안다,반가워서 안았다,반갑다 안다반가워서 안았다
2586,맞다 반갑다,정말 반갑네 반가워,맞다 반갑다정말 반갑네 반가워
2587,배우다,배우다,배우다배우다
2588,미용 배우다 중에,미용을 배우고 있어,미용 배우다 중에미용을 배우고 있어
2589,배우다 목적 학교 가다,배우기 위해 학교에 갔다,배우다 목적 학교 가다배우기 위해 학교에 갔다
2590,배우다 했었다 겸손,배운 사람이 더 겸손하다,배우다 했었다 겸손배운 사람이 더 겸손하다
2591,수화 더 배우다 원하다,수화를 더 배우고 싶다,수화 더 배우다 원하다수화를 더 배우고 싶다
2592,영어 배우다 원하다,영어를 배우고 싶어,영어 배우다 원하다영어를 배우고 싶어
2593,보다,보다,보다보다
2594,강아지 보다,강아지를 보고 있다,강아지 보다강아지를 보고 있다
2595,보다 무엇 ?,뭐 보고 있어?,보다 무엇 ?뭐 보고 있어?
2596,영화 보다,영화를 보다,영화 보다영화를 보다
2597,하늘 보다 마음 편하다,하늘을 보면 마음이 편하다,하늘 보다 마음 편하다하늘을 보면 마음이 편하다
2598,항상 보다 원하다,항상 보고 싶어,항상 보다 원하다항상 보고 싶어
2599,부족,부족,부족부족
2600,보다 부족 답답하다,내 자신이 부족해서 한심했다,보다 부족 답답하다내 자신이 부족해서 한심했다
2601,돈 부족,돈이 부족해,돈 부족돈이 부족해
2602,시간 부족,시간이 부족해,시간 부족시간이 부족해
2603,능력 부족,실력이 부족하다,능력 부족실력이 부족하다
2605,부탁,부탁,부탁부탁
2607,부탁상대방 괜찮다 ?,부탁해도 될까?,부탁상대방 괜찮다 ?부탁해도 될까?
2608,미래 부탁 하지마,앞으로 부탁하지마,미래 부탁 하지마앞으로 부탁하지마
2609,잘 부탁,잘 부탁해,잘 부탁잘 부탁해
2610,부탁 제발,제발 부탁해,부탁 제발제발 부탁해
2611,불가능,불가능,불가능불가능
2613,불가능 변하다 가능,불가능한 일은 없다,불가능 변하다 가능불가능한 일은 없다
2614,불가능반복,이건 불가능해,불가능반복이건 불가능해
2615,일 많다 혼자 불가능,이 많은 일을 혼자서 맡는건 불가능해,일 많다 혼자 불가능이 많은 일을 혼자서 맡는건 불가능해
2616,병 나다 치료 불가능,이 병은 치료가 불가능하다,병 나다 치료 불가능이 병은 치료가 불가능하다
2617,바람,바람,바람바람
2619,바람,바람이 불다,바람바람이 불다
2620,바람 -때 기분 좋다,바람이 불면 기분이 좋다,바람 -때 기분 좋다바람이 불면 기분이 좋다
2621,바람 심하다,바람이 쎄다,바람 심하다바람이 쎄다
2622,바람 느낌 시원,바람이 시원하다,바람 느낌 시원바람이 시원하다
2623,빠르다,빠르다,빠르다빠르다
2624,걷다 빠르다,걸음이 빠르다,걷다 빠르다걸음이 빠르다
2625,나 너 비교 나 빠르다,너보다 내가 더 빨라,나 너 비교 나 빠르다너보다 내가 더 빨라
2626,빠르다위-반복,빨리 빨리 해,빠르다위-반복빨리 빨리 해
2627,사슴 달리다 빠르다,사슴이 달리면 빠르다,사슴 달리다 빠르다사슴이 달리면 빠르다
2628,몸 아프다 회복 금방,회복이 빠르다,몸 아프다 회복 금방회복이 빠르다
2629,살다,살다,살다살다
2630,나 대전 살다 -중,나는 대전에 살고 있어,나 대전 살다 -중나는 대전에 살고 있어
2631,부모 나 함께 살다 -중,부모님과 함께 살고 있다,부모 나 함께 살다 -중부모님과 함께 살고 있다
2632,사람 혼자 살다 불가능,사람은 혼자서 살 수 없다,사람 혼자 살다 불가능사람은 혼자서 살 수 없다
2633,살다 너무 힘들다,삶이 너무 버겁다,살다 너무 힘들다삶이 너무 버겁다
2634,살다 어디 ?,어디서 살아?,살다 어디 ?어디서 살아?
2635,수고,수고,수고수고
2636,지금 끝 수고 많다,그 동안 수고가 많으셨습니다,지금 끝 수고 많다그 동안 수고가 많으셨습니다
2637,나 먼저 가다 수고,나 먼저 갈게 수고해,나 먼저 가다 수고나 먼저 갈게 수고해
2638,멀리 오다 수고 많다,먼길 오느라 수고 많았어,멀리 오다 수고 많다먼길 오느라 수고 많았어
2639,고생 많다,수고가 많았소,고생 많다수고가 많았소
2640,수고,수고했어,수고수고했어
2641,쉬다,쉬다,쉬다쉬다
2642,쉬다 -때 책 읽다 끝,쉬는 시간에 책을 읽었어,쉬다 -때 책 읽다 끝쉬는 시간에 책을 읽었어
2643,쉬다 -하다가 다시 시작,쉬었다가 다시 시작하자,쉬다 -하다가 다시 시작쉬었다가 다시 시작하자
2644,이제 쉬다,이제 쉬자,이제 쉬다이제 쉬자
2645,일 끝 쉬다 원하다,일을 빨리 끝내고 쉬고 싶어,일 끝 쉬다 원하다일을 빨리 끝내고 쉬고 싶어
2646,토요일 -때 쉬다 원하다,토요일에 쉬고 싶어,토요일 -때 쉬다 원하다토요일에 쉬고 싶어
2647,깨끗하다,깨끗하다,깨끗하다깨끗하다
2648,그릇 깨끗하다 씻다 끝,그릇을 깨끗하게 씻었어,그릇 깨끗하다 씻다 끝그릇을 깨끗하게 씻었어
2649,청소 깨끗하다 약속,깨끗하게 청소해라,청소 깨끗하다 약속깨끗하게 청소해라
2651,물 깨끗하다,물이 정말 맑다,물 깨끗하다물이 정말 맑다
2652,수영 장소 물 깨끗하다 아니다,수영장 물이 깨끗하지 않아,수영 장소 물 깨끗하다 아니다수영장 물이 깨끗하지 않아
2653,끝,끝,끝끝
2654,겨울 끝 봄 빨리 다가오다,겨울이 끝나면 봄이 온다,겨울 끝 봄 빨리 다가오다겨울이 끝나면 봄이 온다
2655,끝 먹다 가다,끝나고 밥 먹으러 가자,끝 먹다 가다끝나고 밥 먹으러 가자
2656,끝 무엇 하다 ?,끝나면 뭐하지?,끝 무엇 하다 ?끝나면 뭐하지?
2657,빨리 끝 좋다,빨리 끝났으면 좋겠다,빨리 끝 좋다빨리 끝났으면 좋겠다
2658,일 끝 집 가다,일을 끝내고 집에 갔어,일 끝 집 가다일을 끝내고 집에 갔어
2659,느리다,느리다,느리다느리다
2660,거북 느리다,거북이는 느리다,거북 느리다거북이는 느리다
2661,너 느리다 때문에 짜증나다,너 너무 느려서 짜증나,너 느리다 때문에 짜증나다너 너무 느려서 짜증나
2662,느리다 하지마 빨리 오다,늦지 말고 빨리와,느리다 하지마 빨리 오다늦지 말고 빨리와
2663,느리다 생각 ?,왜 늦었어?,느리다 생각 ?왜 늦었어?
2664,일 너무 느리다,일 속도가 너무 느려,일 너무 느리다일 속도가 너무 느려
2665,다니다,다니다,다니다다니다
2666,딸 유치원 다니다 -중,딸이 유치원을 다니고 있어,딸 유치원 다니다 -중딸이 유치원을 다니고 있어
2668,몸 아프다 병원 가다 오다,아파서 병원에 다녀왔어,몸 아프다 병원 가다 오다아파서 병원에 다녀왔어
2669,학교 다니다,학교에 다니다,학교 다니다학교에 다니다
2670,회사 다니다 -중,회사를 다니고 있어,회사 다니다 -중회사를 다니고 있어
2671,다르다,다르다,다르다다르다
2672,나 너 다르다,나는 너와 다르다,나 너 다르다나는 너와 다르다
2673,사람 각각 성격 다르다,사람들은 각각 성격이 다르다,사람 각각 성격 다르다사람들은 각각 성격이 다르다
2674,서로 생각 다르다 싸우다 많다,생각이 달라서 많이 싸웠다,서로 생각 다르다 싸우다 많다생각이 달라서 많이 싸웠다
2675,성격 다르다 이혼,성격이 달라서 이혼했다,성격 다르다 이혼성격이 달라서 이혼했다
2676,쌍둥이 성격 다르다,쌍둥이도 성격이 다르다,쌍둥이 성격 다르다쌍둥이도 성격이 다르다
2677,더럽다,더럽다,더럽다더럽다
2678,더럽다 빨리 씻다,더러우니까 빨리 씻어,더럽다 빨리 씻다더러우니까 빨리 씻어
2679,물 너무 더럽다,물어 너무 더럽다,물 너무 더럽다물어 너무 더럽다
2680,맞다 더럽다,아 진짜 더러워,맞다 더럽다아 진짜 더러워
2681,옷 더럽다 심하다 빨래,옷이 너무 더러워서 빨았어,옷 더럽다 심하다 빨래옷이 너무 더러워서 빨았어
2683,돕다,돕다,돕다돕다
2684,걱정 하지마 나 너 돕다 주다,걱정하지마 내가 도와줄게,걱정 하지마 나 너 돕다 주다걱정하지마 내가 도와줄게
2686,돕다상대방 필요하다 ?,도와줄까?,돕다상대방 필요하다 ?도와줄까?
2687,일 없다 나 돕다 부탁,일 없으면 도와줘,일 없다 나 돕다 부탁일 없으면 도와줘
2688,집 일 청소 돕다,집안일을 도와주다,집 일 청소 돕다집안일을 도와주다
2689,동시에,동시에,동시에동시에
2691,나 이름 동시에 부르다,동시에 나를 불렀다,나 이름 동시에 부르다동시에 나를 불렀다
2692,문 열다 동시에 문자,문을 여는 동시에 문자가 왔다,문 열다 동시에 문자문을 여는 동시에 문자가 왔다
2693,일 복수 힘들다,일을 동시에 하려니 힘들다,일 복수 힘들다일을 동시에 하려니 힘들다
2694,친구 동시에 일어나다,친구들이 동시에 일어났다,친구 동시에 일어나다친구들이 동시에 일어났다
2695,따뜻하다,따뜻하다,따뜻하다따뜻하다
2696,춥다 때문에 따뜻하다 입다 약속,날이 추우니 따뜻하게 입어,춥다 때문에 따뜻하다 입다 약속날이 추우니 따뜻하게 입어
2697,너무 따뜻하다 자다 같다,너무 따뜻해서 자고 싶다,너무 따뜻하다 자다 같다너무 따뜻해서 자고 싶다
2698,방 따뜻하다 기분 좋다,방이 너무 따뜻해서 기분이 좋다,방 따뜻하다 기분 좋다방이 너무 따뜻해서 기분이 좋다
2700,요즘 날 따뜻하다 자다,요즘 날씨가 따뜻해서 졸려,요즘 날 따뜻하다 자다요즘 날씨가 따뜻해서 졸려
2701,때문,때문에,때문때문에
2703,너 때문에 못하다,너 때문에 못했잖아,너 때문에 못하다너 때문에 못했잖아
2704,나 돈 때문에 걱정 -중,돈 때문에 걱정이 많아,나 돈 때문에 걱정 -중돈 때문에 걱정이 많아
2705,껌뻑껌뻑 병 때문에 자다 못하다,불면증 때문에 잠을 못잤어,껌뻑껌뻑 병 때문에 자다 못하다불면증 때문에 잠을 못잤어
2707,만나다,만나다,만나다만나다
2708,만나다 누구,누구를 만나,만나다 누구누구를 만나
2709,우연 알다 오빠 만나다,아는 오빠를 우연히 만났어,우연 알다 오빠 만나다아는 오빠를 우연히 만났어
2710,애인 만나다 위하다 명동 가다,애인을 만나러 명동에 갔다,애인 만나다 위하다 명동 가다애인을 만나러 명동에 갔다
2711,우리 2 만나다 대화 부탁,우리 만나서 이야기 합시다,우리 2 만나다 대화 부탁우리 만나서 이야기 합시다
2712,친구 만나다 끝,친구를 만났어,친구 만나다 끝친구를 만났어
2713,만들다,만들다,만들다만들다
2715,눈 -중 눈 사람 만들다 놀다,눈이 와서 눈사람을 만들다,눈 -중 눈 사람 만들다 놀다눈이 와서 눈사람을 만들다
2716,부서 만들다 끝,동아리를 만들었어,부서 만들다 끝동아리를 만들었어
2717,쌀 이용 떡 만들다 먹다 끝,쌀로 떡을 만들어 먹었다,쌀 이용 떡 만들다 먹다 끝쌀로 떡을 만들어 먹었다
2718,종이 이용 꽃 만들다,종이로 꽃을 만들다,종이 이용 꽃 만들다종이로 꽃을 만들다
2719,매일,매일,매일매일
2720,매일 씻다 너무 귀찮다,매일 씻는게 귀찮다,매일 씻다 너무 귀찮다매일 씻는게 귀찮다
2721,매일 만나다,매일 만나다,매일 만나다매일 만나다
2722,매일 살다 여전히 지겹다,매일 반복되는 일상이 지겹다,매일 살다 여전히 지겹다매일 반복되는 일상이 지겹다
2726,나 -보다 더 잘하다 소심,나보다 잘해서 의기소침해졌다,나 -보다 더 잘하다 소심나보다 잘해서 의기소침해졌다
2727,나 너 -보다 키크다,내가 너보다 더 커,나 너 -보다 키크다내가 너보다 더 커
2728,너 -보다 나 더 예쁘다,내가 너보다 이뻐,너 -보다 나 더 예쁘다내가 너보다 이뻐
2729,너 -보다 여자 더 마르다,너보다 그 여자가 더 말랐어,너 -보다 여자 더 마르다너보다 그 여자가 더 말랐어
2730,덥다,덥다,덥다덥다
2731,오늘 5월 너무 덥다,5월인데 너무 덥다,오늘 5월 너무 덥다5월인데 너무 덥다
2732,나 덥다 날 싫다,나는 더운 날씨가 딱 질색이다,나 덥다 날 싫다나는 더운 날씨가 딱 질색이다
2733,너무 덥다,너무 더워,너무 덥다너무 더워
2735,너무 덥다 공부 못하다,더워서 공부를 못하겠다,너무 덥다 공부 못하다더워서 공부를 못하겠다
2736,가능,가능,가능가능
2738,가능,난 할 수 있다,가능난 할 수 있다
2739,나 가능 일 무엇 ?,내가 할 수 있는 일이 뭐가 있을까?,나 가능 일 무엇 ?내가 할 수 있는 일이 뭐가 있을까?
2740,오늘 만나다 가능,오늘 만날 수 있어,오늘 만나다 가능오늘 만날 수 있어
2741,가르치다,가르치다,가르치다가르치다
2747,같다,같다,같다같다
2748,너 나 피 귀잡다 같다,너랑 나는 혈액형이 똑같다,너 나 피 귀잡다 같다너랑 나는 혈액형이 똑같다
2749,비 같다 아마,비가 올 것 같다,비 같다 아마비가 올 것 같다
2750,언니 성격 불 같다 화 많다,언니는 성격이 불같다,언니 성격 불 같다 화 많다언니는 성격이 불같다
2751,우리 둘 학교 같다,우리는 같은 학교에 다닌다,우리 둘 학교 같다우리는 같은 학교에 다닌다
